,sentiDiff
480,0.015699999999999936
994,0.015600000000000058
12244,0.015600000000000058
6723,0.015600000000000058
5549,0.015600000000000058
6211,0.015600000000000058
6222,0.015600000000000058
13993,0.015600000000000058
6223,0.015600000000000058
10974,0.015600000000000058
10967,0.015600000000000058
2231,0.015600000000000058
6489,0.015600000000000058
13462,0.015600000000000058
12321,0.015599999999999947
2214,0.015599999999999947
464,0.015599999999999947
1586,0.015599999999999947
10672,0.015599999999999947
1743,0.015599999999999947
2162,0.015599999999999947
8214,0.01550000000000007
7175,0.01550000000000007
10964,0.01550000000000007
77,0.01550000000000007
10965,0.01550000000000007
6228,0.01550000000000007
12245,0.01550000000000007
2086,0.01550000000000007
6207,0.01550000000000007
2657,0.01550000000000007
2166,0.015499999999999958
485,0.015499999999999958
13461,0.015499999999999958
2180,0.015499999999999958
2161,0.015499999999999958
13923,0.015499999999999958
12902,0.015499999999999958
79,0.01540000000000008
10973,0.01540000000000008
2301,0.01540000000000008
10984,0.01540000000000008
12624,0.01540000000000008
6225,0.01540000000000008
6227,0.01540000000000008
9271,0.01540000000000008
5425,0.01540000000000008
6209,0.01540000000000008
11018,0.01540000000000008
6929,0.01540000000000008
5844,0.01540000000000008
9447,0.01540000000000008
35,0.01540000000000008
12238,0.01540000000000008
7072,0.01540000000000008
9945,0.01540000000000008
6216,0.01540000000000008
12190,0.01540000000000008
3966,0.01539999999999997
2163,0.01539999999999997
2212,0.01539999999999997
3875,0.01539999999999997
3577,0.01539999999999997
12360,0.01539999999999997
11611,0.01539999999999997
12319,0.01539999999999997
9552,0.015300000000000091
9728,0.015300000000000091
2303,0.015300000000000091
10968,0.015300000000000091
12206,0.015300000000000091
10976,0.015300000000000091
10249,0.015300000000000091
37,0.015300000000000091
12497,0.01529999999999998
44,0.01529999999999998
12168,0.01529999999999998
12367,0.01529999999999998
11819,0.01529999999999998
1265,0.01529999999999998
6208,0.01529999999999998
2260,0.01529999999999998
1107,0.01529999999999998
2185,0.01529999999999998
12762,0.015200000000000102
9840,0.015200000000000102
11020,0.015200000000000102
10975,0.015200000000000102
9181,0.015200000000000102
10982,0.015200000000000102
10068,0.015199999999999991
46,0.015199999999999991
1109,0.015199999999999991
3908,0.015199999999999991
10187,0.015199999999999991
1880,0.015199999999999991
1267,0.015199999999999991
8873,0.015199999999999991
12336,0.015199999999999991
13375,0.015100000000000002
6231,0.015100000000000002
5612,0.015100000000000002
472,0.015100000000000002
13066,0.015100000000000002
12014,0.015100000000000002
12318,0.015100000000000002
6205,0.015100000000000002
12913,0.015100000000000002
12377,0.015100000000000002
12232,0.015100000000000002
4548,0.015100000000000002
2446,0.015100000000000002
12327,0.015100000000000002
2293,0.015100000000000002
7550,0.015100000000000002
11013,0.015100000000000002
1882,0.015100000000000002
2978,0.015100000000000002
10178,0.015100000000000002
10972,0.015100000000000002
6212,0.015100000000000002
2221,0.015100000000000002
10177,0.015100000000000002
10186,0.015000000000000013
6213,0.015000000000000013
468,0.015000000000000013
12612,0.015000000000000013
4550,0.015000000000000013
2932,0.015000000000000013
10970,0.015000000000000013
9933,0.015000000000000013
2332,0.015000000000000013
6221,0.015000000000000013
8841,0.015000000000000013
705,0.015000000000000013
3160,0.015000000000000013
10966,0.015000000000000013
5676,0.015000000000000013
6133,0.015000000000000013
10197,0.015000000000000013
12343,0.014900000000000024
9540,0.014900000000000024
12331,0.014900000000000024
12379,0.014900000000000024
13586,0.014900000000000024
12204,0.014900000000000024
707,0.014900000000000024
10458,0.014900000000000024
8440,0.014900000000000024
3162,0.014900000000000024
10180,0.014900000000000024
10971,0.014900000000000024
2171,0.014900000000000024
10189,0.014900000000000024
469,0.014899999999999913
1296,0.014899999999999913
1138,0.014899999999999913
9169,0.014800000000000035
12750,0.014800000000000035
10195,0.014800000000000035
2222,0.014800000000000035
2167,0.014800000000000035
2364,0.014800000000000035
10188,0.014800000000000035
374,0.014800000000000035
297,0.014800000000000035
9828,0.014800000000000035
1911,0.014799999999999924
10969,0.014700000000000046
11007,0.014700000000000046
6206,0.014700000000000046
11598,0.014700000000000046
5484,0.014700000000000046
2955,0.014700000000000046
376,0.014700000000000046
299,0.014700000000000046
54,0.014700000000000046
6210,0.014700000000000046
2204,0.014699999999999935
12376,0.014699999999999935
10185,0.014699999999999935
2168,0.014699999999999935
2207,0.014699999999999935
13415,0.014699999999999935
4579,0.014699999999999935
13303,0.014699999999999935
12002,0.014699999999999935
10227,0.014699999999999935
4032,0.014600000000000057
11014,0.014600000000000057
56,0.014600000000000057
751,0.014600000000000057
3579,0.014600000000000057
12152,0.014600000000000057
12240,0.014600000000000057
10183,0.014599999999999946
3191,0.014599999999999946
1943,0.014599999999999946
10179,0.014599999999999946
734,0.014599999999999946
2217,0.014599999999999946
3345,0.014500000000000068
10051,0.014500000000000068
6199,0.014500000000000068
1813,0.014500000000000068
3293,0.014500000000000068
2667,0.014500000000000068
6374,0.014500000000000068
2904,0.014500000000000068
6100,0.014500000000000068
2087,0.014500000000000068
6220,0.014500000000000068
10986,0.014500000000000068
10184,0.014499999999999957
4612,0.014499999999999957
6067,0.01440000000000008
6219,0.01440000000000008
6215,0.01440000000000008
5815,0.01440000000000008
9599,0.01440000000000008
1815,0.01440000000000008
764,0.01440000000000008
13358,0.01440000000000008
65,0.01440000000000008
1416,0.01440000000000008
2089,0.01440000000000008
10977,0.01440000000000008
11026,0.01440000000000008
779,0.01440000000000008
3347,0.01440000000000008
750,0.01440000000000008
12211,0.01440000000000008
9070,0.01440000000000008
13642,0.014399999999999968
483,0.014399999999999968
3224,0.014399999999999968
12365,0.014399999999999968
11958,0.014399999999999968
11227,0.014399999999999968
2196,0.014399999999999968
486,0.014399999999999968
67,0.01430000000000009
11586,0.01429999999999998
11825,0.01429999999999998
13019,0.01429999999999998
10221,0.01429999999999998
10182,0.01429999999999998
0,0.01429999999999998
1320,0.01429999999999998
470,0.01429999999999998
10993,0.014200000000000101
10441,0.014200000000000101
13569,0.014200000000000101
1474,0.014200000000000101
11028,0.014200000000000101
9788,0.014200000000000101
1786,0.014200000000000101
10981,0.014200000000000101
1948,0.01419999999999999
1322,0.01419999999999999
10228,0.01419999999999999
664,0.01419999999999999
2186,0.01419999999999999
11835,0.01419999999999999
2183,0.01419999999999999
11186,0.01419999999999999
10001,0.01419999999999999
3580,0.01419999999999999
12140,0.01419999999999999
8957,0.01419999999999999
13418,0.01419999999999999
13976,0.01419999999999999
4068,0.01419999999999999
2544,0.01419999999999999
3376,0.014100000000000001
1495,0.014100000000000001
10199,0.014100000000000001
767,0.014100000000000001
2118,0.014100000000000001
666,0.014100000000000001
10039,0.014100000000000001
1844,0.014100000000000001
2169,0.014100000000000001
1950,0.014100000000000001
11787,0.014000000000000012
6200,0.014000000000000012
748,0.014000000000000012
1719,0.014000000000000012
10181,0.014000000000000012
11025,0.014000000000000012
13286,0.014000000000000012
13346,0.014000000000000012
9587,0.014000000000000012
471,0.014000000000000012
10190,0.014000000000000012
1497,0.014000000000000012
9904,0.014000000000000012
752,0.013900000000000023
13945,0.013900000000000023
409,0.013900000000000023
766,0.013900000000000023
2150,0.013900000000000023
2448,0.013900000000000023
747,0.013900000000000023
3409,0.013900000000000023
2220,0.013900000000000023
2216,0.013900000000000023
1876,0.013900000000000023
460,0.013899999999999912
1351,0.013899999999999912
13440,0.013899999999999912
13447,0.013899999999999912
11761,0.013899999999999912
12512,0.013899999999999912
749,0.013800000000000034
2170,0.013800000000000034
10194,0.013800000000000034
3283,0.013800000000000034
10430,0.013800000000000034
12558,0.013800000000000034
2450,0.013800000000000034
6364,0.013800000000000034
11215,0.013800000000000034
13557,0.013800000000000034
9776,0.013800000000000034
10204,0.013800000000000034
1594,0.013800000000000034
8907,0.013800000000000034
1979,0.013799999999999923
6202,0.013799999999999923
2636,0.013799999999999923
695,0.013799999999999923
12191,0.013700000000000045
408,0.013700000000000045
11012,0.013700000000000045
771,0.013700000000000045
7337,0.013700000000000045
6229,0.013700000000000045
7909,0.013700000000000045
616,0.013700000000000045
11944,0.013700000000000045
12229,0.013700000000000045
12247,0.013700000000000045
1406,0.013700000000000045
422,0.013700000000000045
13243,0.013700000000000045
13989,0.013699999999999934
2159,0.013699999999999934
2208,0.013699999999999934
1526,0.013699999999999934
13108,0.013699999999999934
3883,0.013600000000000056
2218,0.013599999999999945
2011,0.013599999999999945
13274,0.013599999999999945
2195,0.013599999999999945
2268,0.013500000000000068
12192,0.013500000000000068
7442,0.013500000000000068
2556,0.013500000000000068
6230,0.013500000000000068
1776,0.013500000000000068
1464,0.013500000000000068
2211,0.013499999999999956
2477,0.013499999999999956
13424,0.013400000000000079
5054,0.013399999999999967
6555,0.013399999999999967
8003,0.013399999999999967
5156,0.013399999999999967
6418,0.013399999999999967
7360,0.013399999999999967
5128,0.013399999999999967
425,0.013399999999999967
5371,0.013399999999999967
4958,0.013399999999999967
2637,0.01330000000000009
757,0.01330000000000009
6842,0.013299999999999979
1617,0.013299999999999979
6001,0.013299999999999979
5101,0.013299999999999979
3485,0.013299999999999979
6505,0.013299999999999979
6290,0.013299999999999979
11932,0.013299999999999979
2224,0.013299999999999979
8128,0.013299999999999979
5184,0.013299999999999979
2509,0.013299999999999979
406,0.013299999999999979
10226,0.013299999999999979
1709,0.013299999999999979
4983,0.013299999999999979
753,0.0132000000000001
2340,0.0132000000000001
6146,0.01319999999999999
5554,0.01319999999999999
1619,0.01319999999999999
4073,0.01319999999999999
405,0.01319999999999999
7760,0.01319999999999999
11680,0.01319999999999999
410,0.01319999999999999
3713,0.01319999999999999
424,0.01319999999999999
12361,0.01319999999999999
5766,0.01319999999999999
3070,0.01319999999999999
3075,0.01319999999999999
9185,0.01319999999999999
3077,0.01319999999999999
5855,0.01319999999999999
5009,0.01319999999999999
1146,0.0131
754,0.0131
6803,0.0131
10340,0.0131
407,0.0131
12338,0.0131
11041,0.0131
11034,0.0131
11229,0.0131
7938,0.0131
13897,0.0131
12341,0.0131
1304,0.0131
4892,0.0131
10175,0.0131
1584,0.0131
4868,0.0131
551,0.0131
11031,0.013000000000000012
7093,0.013000000000000012
6702,0.013000000000000012
10940,0.013000000000000012
8756,0.013000000000000012
11530,0.013000000000000012
1919,0.013000000000000012
553,0.013000000000000012
11032,0.013000000000000012
5283,0.013000000000000012
429,0.013000000000000012
6468,0.013000000000000012
12223,0.013000000000000012
8065,0.013000000000000012
5529,0.013000000000000012
12625,0.012900000000000023
8193,0.012900000000000023
11040,0.012900000000000023
11085,0.012900000000000023
9946,0.012900000000000023
7154,0.012900000000000023
4587,0.012900000000000023
118,0.012900000000000023
11051,0.012900000000000023
3873,0.012900000000000023
5084,0.012900000000000023
13453,0.012899999999999912
1648,0.012899999999999912
13033,0.012899999999999912
8580,0.012899999999999912
6235,0.012899999999999912
5488,0.012899999999999912
2258,0.012800000000000034
5824,0.012800000000000034
7051,0.012800000000000034
782,0.012800000000000034
11043,0.012800000000000034
2638,0.012800000000000034
9250,0.012800000000000034
6218,0.012800000000000034
11077,0.012800000000000034
741,0.012800000000000034
11806,0.012800000000000034
5405,0.012800000000000034
5907,0.012800000000000034
9553,0.012800000000000034
120,0.012800000000000034
9426,0.012800000000000034
11035,0.012800000000000034
3199,0.012800000000000034
6908,0.012800000000000034
3076,0.012799999999999923
11794,0.012799999999999923
3341,0.012799999999999923
3080,0.012799999999999923
10279,0.012799999999999923
6739,0.012799999999999923
8984,0.012799999999999923
4040,0.012799999999999923
3799,0.012799999999999923
5617,0.012799999999999923
11087,0.012700000000000045
11042,0.012700000000000045
9841,0.012700000000000045
3509,0.012700000000000045
3995,0.012700000000000045
11049,0.012700000000000045
12763,0.012700000000000045
5316,0.012699999999999934
2213,0.012699999999999934
582,0.012699999999999934
426,0.012699999999999934
5959,0.012699999999999934
6226,0.012600000000000056
772,0.012600000000000056
4524,0.012600000000000056
4021,0.012600000000000056
817,0.012600000000000056
2980,0.012600000000000056
7029,0.012600000000000056
415,0.012600000000000056
769,0.012600000000000056
2593,0.012600000000000056
7697,0.012599999999999945
7467,0.012599999999999945
8241,0.012599999999999945
10882,0.012599999999999945
13411,0.012599999999999945
12349,0.012599999999999945
12015,0.012599999999999945
11080,0.012599999999999945
11039,0.012599999999999945
12225,0.012500000000000067
4196,0.012500000000000067
2330,0.012500000000000067
11667,0.012500000000000067
12210,0.012500000000000067
11008,0.012500000000000067
411,0.012500000000000067
4013,0.012500000000000067
755,0.012500000000000067
11037,0.012499999999999956
474,0.012499999999999956
4881,0.012499999999999956
2192,0.012499999999999956
7529,0.012499999999999956
5592,0.012499999999999956
11033,0.012499999999999956
10991,0.012400000000000078
4019,0.012400000000000078
10988,0.012400000000000078
10323,0.012400000000000078
4933,0.012400000000000078
4486,0.012400000000000078
5260,0.012400000000000078
4020,0.012400000000000078
10158,0.012400000000000078
4446,0.012400000000000078
10482,0.012400000000000078
9732,0.012400000000000078
90,0.012400000000000078
1136,0.012399999999999967
5656,0.012399999999999967
412,0.012399999999999967
13164,0.012399999999999967
12375,0.012399999999999967
13726,0.012399999999999967
2527,0.012399999999999967
12865,0.012399999999999967
6114,0.012399999999999967
12381,0.012399999999999967
9298,0.012399999999999967
11038,0.012399999999999967
1294,0.012399999999999967
3384,0.012300000000000089
3996,0.012300000000000089
2126,0.012300000000000089
92,0.012300000000000089
3531,0.012300000000000089
1852,0.012300000000000089
2643,0.012300000000000089
10108,0.012299999999999978
2174,0.012299999999999978
8419,0.012299999999999978
1909,0.012299999999999978
3322,0.012299999999999978
8327,0.012299999999999978
6404,0.012299999999999978
11188,0.012299999999999978
9361,0.012299999999999978
756,0.0122000000000001
4577,0.012199999999999989
13070,0.012199999999999989
11074,0.012199999999999989
11036,0.012199999999999989
6197,0.012199999999999989
2822,0.012199999999999989
3655,0.012199999999999989
2666,0.012199999999999989
11599,0.012199999999999989
2555,0.012199999999999989
3079,0.012199999999999989
8467,0.012199999999999989
3335,0.012199999999999989
4001,0.012199999999999989
2540,0.012199999999999989
2572,0.012199999999999989
2526,0.012199999999999989
4689,0.012199999999999989
745,0.0121
5464,0.0121
4769,0.0121
11655,0.0121
3944,0.0121
5039,0.0121
10222,0.0121
5429,0.0121
3189,0.0121
1359,0.0121
11081,0.0121
12153,0.0121
3683,0.0121
4002,0.0121
4008,0.0121
3971,0.01200000000000001
10637,0.01200000000000001
654,0.01200000000000001
2578,0.01200000000000001
11800,0.01200000000000001
2573,0.01200000000000001
4005,0.01200000000000001
11053,0.01200000000000001
10052,0.01200000000000001
1987,0.01200000000000001
10202,0.01200000000000001
3710,0.01200000000000001
4729,0.01200000000000001
10314,0.01200000000000001
473,0.01200000000000001
702,0.01200000000000001
3769,0.01200000000000001
781,0.01200000000000001
768,0.0119999999999999
1056,0.011900000000000022
9859,0.011900000000000022
2832,0.011900000000000022
9867,0.011900000000000022
427,0.011900000000000022
13359,0.011900000000000022
6081,0.011900000000000022
9600,0.011900000000000022
12237,0.011900000000000022
322,0.011900000000000022
8867,0.011900000000000022
1534,0.011900000000000022
10865,0.011900000000000022
4012,0.011900000000000022
8553,0.011900000000000022
11044,0.011900000000000022
10999,0.011900000000000022
11093,0.011900000000000022
4153,0.011900000000000022
7823,0.01189999999999991
2543,0.01189999999999991
2625,0.011800000000000033
12212,0.011800000000000033
1058,0.011800000000000033
2172,0.011800000000000033
9049,0.011800000000000033
4366,0.011800000000000033
9856,0.011800000000000033
5795,0.011800000000000033
413,0.011800000000000033
6047,0.011800000000000033
4017,0.011800000000000033
324,0.011800000000000033
12220,0.011800000000000033
9857,0.011800000000000033
2524,0.011799999999999922
2577,0.011799999999999922
12606,0.011700000000000044
13147,0.011700000000000044
9929,0.011700000000000044
9875,0.011700000000000044
13570,0.011700000000000044
8835,0.011700000000000044
10442,0.011700000000000044
11030,0.011700000000000044
13709,0.011700000000000044
11024,0.011700000000000044
11095,0.011700000000000044
10555,0.011700000000000044
2484,0.011700000000000044
11048,0.011700000000000044
9789,0.011700000000000044
9866,0.011700000000000044
11060,0.011700000000000044
10374,0.011700000000000044
2542,0.011699999999999933
5339,0.011699999999999933
2528,0.011699999999999933
2523,0.011699999999999933
4016,0.011600000000000055
13071,0.011600000000000055
12980,0.011600000000000055
3602,0.011600000000000055
9869,0.011600000000000055
3999,0.011600000000000055
10587,0.011600000000000055
2116,0.011600000000000055
4014,0.011600000000000055
4004,0.011600000000000055
3740,0.011600000000000055
4235,0.011600000000000055
1842,0.011600000000000055
2610,0.011600000000000055
9534,0.011600000000000055
2018,0.011600000000000055
4318,0.011600000000000055
9860,0.011600000000000055
12972,0.011600000000000055
3374,0.011600000000000055
8936,0.011599999999999944
2575,0.011599999999999944
2525,0.011599999999999944
12744,0.011500000000000066
9163,0.011500000000000066
414,0.011500000000000066
2020,0.011500000000000066
9868,0.011500000000000066
12969,0.011500000000000066
12970,0.011500000000000066
10210,0.011499999999999955
11332,0.011499999999999955
11092,0.011499999999999955
10855,0.011499999999999955
12488,0.011499999999999955
13287,0.011499999999999955
2547,0.011499999999999955
484,0.011499999999999955
11214,0.011499999999999955
1087,0.011499999999999955
11207,0.011499999999999955
10937,0.011499999999999955
11739,0.011499999999999955
12645,0.011400000000000077
2644,0.011400000000000077
13027,0.011400000000000077
12990,0.011400000000000077
12979,0.011400000000000077
9865,0.011399999999999966
11094,0.011399999999999966
3913,0.011399999999999966
10543,0.011399999999999966
9733,0.011399999999999966
2676,0.011399999999999966
9907,0.011399999999999966
403,0.011399999999999966
1349,0.011399999999999966
2833,0.011399999999999966
8643,0.011399999999999966
13430,0.011399999999999966
11996,0.011399999999999966
4650,0.011300000000000088
3997,0.011300000000000088
4274,0.011300000000000088
3554,0.011300000000000088
12973,0.011300000000000088
4015,0.011300000000000088
4022,0.011300000000000088
12982,0.011300000000000088
693,0.011299999999999977
2203,0.011299999999999977
2297,0.011299999999999977
2585,0.011299999999999977
1977,0.011299999999999977
2184,0.011299999999999977
12358,0.011299999999999977
780,0.011299999999999977
663,0.011299999999999977
11476,0.011299999999999977
13135,0.011299999999999977
9858,0.011299999999999977
6203,0.011299999999999977
9863,0.011299999999999977
13697,0.011299999999999977
12981,0.011200000000000099
13029,0.011200000000000099
12784,0.011200000000000099
12988,0.011200000000000099
9864,0.011199999999999988
8886,0.011199999999999988
2049,0.011199999999999988
1524,0.011199999999999988
6198,0.011199999999999988
11079,0.011199999999999988
11945,0.011199999999999988
5725,0.011199999999999988
1656,0.011099999999999999
2940,0.011099999999999999
12978,0.011099999999999999
2533,0.011099999999999999
12035,0.011099999999999999
7888,0.011099999999999999
12943,0.011099999999999999
13022,0.011099999999999999
3990,0.011099999999999999
7316,0.011099999999999999
2080,0.01100000000000001
12971,0.01100000000000001
11580,0.01100000000000001
2529,0.01100000000000001
1022,0.01100000000000001
2219,0.01100000000000001
2586,0.01100000000000001
9862,0.01100000000000001
9901,0.01100000000000001
11410,0.01100000000000001
2368,0.01100000000000001
12976,0.01100000000000001
12357,0.01100000000000001
3127,0.010999999999999899
7421,0.01090000000000002
12134,0.01090000000000002
7659,0.01090000000000002
12329,0.01090000000000002
12977,0.01090000000000002
6624,0.01090000000000002
9908,0.01090000000000002
778,0.01090000000000002
2530,0.01089999999999991
2570,0.01089999999999991
2567,0.01089999999999991
2662,0.010800000000000032
12066,0.010800000000000032
12056,0.010800000000000032
12059,0.010800000000000032
12095,0.010800000000000032
10035,0.010800000000000032
12061,0.010800000000000032
9877,0.010800000000000032
12081,0.010800000000000032
2442,0.010800000000000032
12079,0.010800000000000032
12089,0.010800000000000032
12328,0.01079999999999992
2580,0.01079999999999992
12053,0.010700000000000043
12078,0.010700000000000043
11793,0.010700000000000043
12057,0.010700000000000043
12060,0.010700000000000043
12080,0.010700000000000043
12975,0.010700000000000043
13340,0.010700000000000043
12097,0.010700000000000043
10224,0.010700000000000043
12084,0.010700000000000043
2616,0.010700000000000043
9861,0.010700000000000043
760,0.010700000000000043
13016,0.010700000000000043
9581,0.010700000000000043
9870,0.010700000000000043
12062,0.010700000000000043
12075,0.010700000000000043
11618,0.010700000000000043
4617,0.010699999999999932
10749,0.010699999999999932
12347,0.010699999999999932
12058,0.010600000000000054
12063,0.010600000000000054
12076,0.010600000000000054
11701,0.010600000000000054
12069,0.010600000000000054
11709,0.010600000000000054
12105,0.010600000000000054
12175,0.010600000000000054
12093,0.010600000000000054
13023,0.010600000000000054
12046,0.010600000000000054
12458,0.010600000000000054
11005,0.010600000000000054
11465,0.010600000000000054
2834,0.010600000000000054
12450,0.010600000000000054
2558,0.010599999999999943
10629,0.010599999999999943
11262,0.010599999999999943
9770,0.010500000000000065
11699,0.010500000000000065
13551,0.010500000000000065
9120,0.010500000000000065
12055,0.010500000000000065
12447,0.010500000000000065
9874,0.010500000000000065
12448,0.010500000000000065
11698,0.010500000000000065
12992,0.010500000000000065
2836,0.010500000000000065
9884,0.010500000000000065
10424,0.010500000000000065
3081,0.010499999999999954
7575,0.010499999999999954
13182,0.010499999999999954
11220,0.010499999999999954
13010,0.010499999999999954
3443,0.010499999999999954
13032,0.010400000000000076
2639,0.010400000000000076
13382,0.010400000000000076
12103,0.010400000000000076
12096,0.010400000000000076
12983,0.010400000000000076
11708,0.010400000000000076
11719,0.010400000000000076
12086,0.010400000000000076
12064,0.010400000000000076
12468,0.010400000000000076
12503,0.010400000000000076
11752,0.010400000000000076
12974,0.010400000000000076
12457,0.010400000000000076
12642,0.010400000000000076
12635,0.010400000000000076
9956,0.010400000000000076
2950,0.010399999999999965
1646,0.010399999999999965
2548,0.010399999999999965
2182,0.010399999999999965
2545,0.010399999999999965
11004,0.010300000000000087
12451,0.010300000000000087
11711,0.010300000000000087
12460,0.010300000000000087
11356,0.010300000000000087
13434,0.010300000000000087
11399,0.010300000000000087
11702,0.010300000000000087
11805,0.010299999999999976
965,0.010299999999999976
11010,0.010299999999999976
12077,0.010299999999999976
2531,0.010299999999999976
13268,0.010299999999999976
4831,0.010299999999999976
12101,0.010299999999999976
12068,0.010299999999999976
12466,0.010200000000000098
10979,0.010200000000000098
9691,0.010200000000000098
12459,0.010200000000000098
758,0.010200000000000098
12999,0.010200000000000098
13593,0.010200000000000098
12780,0.010200000000000098
12773,0.010200000000000098
12505,0.010200000000000098
9851,0.010200000000000098
11710,0.010200000000000098
11754,0.010200000000000098
12987,0.010200000000000098
1023,0.010200000000000098
13034,0.010200000000000098
11717,0.010200000000000098
12083,0.010199999999999987
11888,0.010199999999999987
11453,0.010199999999999987
9895,0.010199999999999987
6379,0.010199999999999987
2865,0.010199999999999987
580,0.010199999999999987
12364,0.010199999999999987
12104,0.010199999999999987
12070,0.010199999999999987
5887,0.010199999999999987
12051,0.010199999999999987
3298,0.010199999999999987
482,0.010199999999999987
10219,0.010199999999999987
12047,0.010199999999999987
11184,0.010199999999999987
12456,0.010099999999999998
2583,0.010099999999999998
2155,0.010099999999999998
12074,0.010099999999999998
9644,0.010099999999999998
11747,0.010099999999999998
1421,0.010099999999999998
12025,0.010099999999999998
10978,0.010099999999999998
12500,0.010099999999999998
964,0.010099999999999998
978,0.010099999999999998
11707,0.010099999999999998
3414,0.010099999999999998
2579,0.010099999999999998
993,0.010099999999999998
12029,0.010099999999999998
12092,0.010000000000000009
10997,0.010000000000000009
11926,0.010000000000000009
215,0.010000000000000009
12090,0.010000000000000009
9906,0.010000000000000009
12449,0.010000000000000009
2898,0.010000000000000009
11705,0.010000000000000009
11700,0.010000000000000009
11668,0.010000000000000009
10732,0.010000000000000009
13031,0.010000000000000009
418,0.010000000000000009
3991,0.010000000000000009
12098,0.010000000000000009
13310,0.010000000000000009
2532,0.010000000000000009
7008,0.010000000000000009
11075,0.010000000000000009
12454,0.010000000000000009
10159,0.00990000000000002
11387,0.00990000000000002
10324,0.00990000000000002
3275,0.00990000000000002
12455,0.00990000000000002
11706,0.00990000000000002
12226,0.00990000000000002
9492,0.00990000000000002
6356,0.00990000000000002
1479,0.00990000000000002
2380,0.00990000000000002
10218,0.00990000000000002
11058,0.00990000000000002
11055,0.00990000000000002
1791,0.00990000000000002
2521,0.009899999999999909
275,0.009899999999999909
2571,0.009899999999999909
227,0.009800000000000031
1398,0.009800000000000031
3320,0.009800000000000031
11256,0.009800000000000031
10192,0.009800000000000031
10271,0.009800000000000031
8871,0.009800000000000031
6402,0.009800000000000031
608,0.009800000000000031
10072,0.009800000000000031
9679,0.009800000000000031
12106,0.009800000000000031
10080,0.009800000000000031
214,0.009800000000000031
2557,0.00979999999999992
981,0.00979999999999992
2581,0.00979999999999992
2016,0.00979999999999992
6949,0.00979999999999992
273,0.00979999999999992
2393,0.009700000000000042
2379,0.009700000000000042
12107,0.009700000000000042
770,0.009700000000000042
11965,0.009700000000000042
2408,0.009700000000000042
12453,0.009700000000000042
12494,0.009700000000000042
11704,0.009700000000000042
1095,0.009700000000000042
2425,0.009700000000000042
13021,0.009700000000000042
11612,0.009700000000000042
10069,0.009700000000000042
10070,0.009700000000000042
2194,0.009700000000000042
9632,0.009699999999999931
8306,0.009699999999999931
2574,0.009699999999999931
1724,0.009699999999999931
962,0.009699999999999931
10191,0.009699999999999931
3831,0.009600000000000053
12050,0.009600000000000053
12610,0.009600000000000053
12363,0.009600000000000053
11748,0.009600000000000053
12501,0.009600000000000053
8839,0.009600000000000053
12169,0.009600000000000053
4007,0.009600000000000053
1768,0.009600000000000053
12163,0.009600000000000053
10079,0.009600000000000053
9931,0.009600000000000053
11818,0.009600000000000053
12100,0.009600000000000053
10090,0.009600000000000053
1456,0.009600000000000053
4010,0.009599999999999942
4080,0.009599999999999942
10208,0.009599999999999942
2830,0.009599999999999942
10721,0.009599999999999942
980,0.009599999999999942
966,0.009599999999999942
961,0.009599999999999942
10062,0.009500000000000064
656,0.009500000000000064
10082,0.009500000000000064
9538,0.009500000000000064
12470,0.009500000000000064
10073,0.009500000000000064
416,0.009500000000000064
12067,0.009500000000000064
4011,0.009500000000000064
11874,0.009500000000000064
11011,0.009500000000000064
2431,0.009500000000000064
11721,0.009500000000000064
4115,0.009500000000000064
2426,0.009500000000000064
963,0.009499999999999953
2952,0.009499999999999953
1599,0.009499999999999953
2588,0.009499999999999953
271,0.009499999999999953
2513,0.009499999999999953
12452,0.009400000000000075
11760,0.009400000000000075
12461,0.009400000000000075
9167,0.009400000000000075
10088,0.009400000000000075
10081,0.009400000000000075
870,0.009400000000000075
13369,0.009400000000000075
13376,0.009400000000000075
12511,0.009400000000000075
12748,0.009400000000000075
11703,0.009400000000000075
11712,0.009400000000000075
2057,0.009400000000000075
9826,0.009400000000000075
1701,0.009399999999999964
985,0.009399999999999964
10866,0.009399999999999964
2396,0.009399999999999964
11066,0.009399999999999964
212,0.009399999999999964
872,0.009300000000000086
2377,0.009299999999999975
10120,0.009299999999999975
13417,0.009299999999999975
3888,0.009299999999999975
7196,0.009299999999999975
10078,0.009299999999999975
249,0.009299999999999975
2430,0.009299999999999975
12094,0.009299999999999975
8532,0.009299999999999975
12000,0.009299999999999975
211,0.009299999999999975
1219,0.009299999999999975
5686,0.009299999999999975
11728,0.009200000000000097
10452,0.009200000000000097
13580,0.009200000000000097
13587,0.009200000000000097
12465,0.009200000000000097
9799,0.009200000000000097
12477,0.009200000000000097
11716,0.009200000000000097
10459,0.009200000000000097
12513,0.009200000000000097
11762,0.009200000000000097
10076,0.009199999999999986
10071,0.009199999999999986
627,0.009199999999999986
12871,0.009199999999999986
2273,0.009199999999999986
6384,0.009199999999999986
213,0.009199999999999986
3303,0.009199999999999986
2381,0.009199999999999986
13148,0.009199999999999986
11097,0.009199999999999986
13710,0.009199999999999986
11091,0.009199999999999986
1576,0.009199999999999986
2376,0.009199999999999986
2395,0.009199999999999986
368,0.009099999999999997
110,0.009099999999999997
2378,0.009099999999999997
2428,0.009099999999999997
625,0.009099999999999997
12065,0.009099999999999997
