,coeffMax,coeffDiff,coeffMax_trans,coeffDiff_trans
47,0.9967138268569775,0.9956115743111025,1.291316931621613,1.2067821745657947
48,0.983408018335786,0.9684718171786278,1.2150714517232832,1.1433796922809447
49,0.9173365984210283,0.8360344508884681,0.8415442840700905,0.8258495729971609
50,0.652522309946011,0.33494361261681543,-0.5628330592880073,-0.5605929403157892
51,0.920071192983965,0.8419601686855087,0.8568332640958669,0.8403675271443601
52,0.7532665790555347,0.5110787164486754,-0.04716991268064819,-0.02826892765907467
53,0.9964184410478397,0.9952152556603152,1.2896206462399986,1.2058601049834992
54,0.73502166792754,0.4722928273645807,-0.1423433026873833,-0.13996601768939826
55,0.8725685560765984,0.7465604985014751,0.5934017693077184,0.6026789346890941
56,0.8907768662645735,0.7833097536793893,0.6938344261008272,0.6952686786075665
57,0.9468109900074253,0.8954693931748856,1.0071177860433158,0.9701003220068868
58,0.6089360309669041,0.28402277302896284,-0.7781509830918727,-0.7293234784975737
59,0.8691212564346465,0.7723791344197442,0.5744643677624024,0.6678689171806494
60,0.9978814445066728,0.9971666255110535,1.2980237227067288,1.2103990642609164
61,0.6665406351246878,0.33538126042888927,-0.4925543255297581,-0.5591779160680115
62,0.9977300074838792,0.9969625719264357,1.2971537232714292,1.20992455378796
63,0.8262708268906052,0.6545344422089241,0.34115246709792035,0.36451476141303957
64,0.5938018314710488,0.23384928809822503,-0.8517539803184563,-0.9048166738425018
65,0.5556249859679697,0.19864688314737805,-1.0346663700024625,-1.0348134482242932
66,0.6479036716820915,0.29693620987070174,-0.5858798352888753,-0.6857240309241415
67,0.7537150741930533,0.5086429012026925,-0.04482072672571135,-0.03520642024365499
68,0.9986023769955261,0.9981280024563703,1.3021660456056805,1.2126342755024473
69,0.8513640150362733,0.7040949700592604,0.47730940461754506,0.49395142082899757
70,0.5018446476718027,0.00506033962666691,-1.2853515975430891,-2.029806648181535
71,0.9857143102858402,0.9725635707223275,1.2282628823353785,1.1529726885802438
72,0.9054246876300833,0.8123758396365176,0.7751206190364867,0.7675729074722168
73,0.8409353458859868,0.6830499309633882,0.42056025979405154,0.43933633985747117
74,0.9979134402764253,0.9972132506223665,1.298207542639774,1.2105074831495948
75,0.5231108269796453,0.048032125727857145,-1.187229462478556,-1.7126338959947418
76,0.5570489582015616,0.1151328105880462,-1.0279161344858598,-1.3761094421380697
77,0.5322975343162089,0.0657859317140212,-1.1444311688476074,-1.6143603544299165
78,0.5153905191671647,0.032414645217654026,-1.2230056533876783,-1.8087298608587243
79,0.6311474105078047,0.264682578790683,-0.6690375921471748,-0.79576210986631
80,0.9390739735896572,0.8792976356424641,0.9634883395018669,0.9311454282723067
81,0.9965980149951311,0.995448952301479,1.2906518495993011,1.206403833836985
82,0.8120244572146744,0.6931525500292666,0.2644516309853887,0.4656167184018275
83,0.8852904164301238,0.7725069513816134,0.66350072446886,0.6681899903367873
84,0.8219465265291673,0.679662936313558,0.31782457106451956,0.4304993552817494
85,0.8743379031315369,0.7506898037622449,0.603131072625721,0.6131503370585578
86,0.47201175096919334,0.006214971300019856,-1.4207014385618972,-2.016961452239389
87,0.7613218597796864,0.5821833129267251,-0.004907012372461188,0.17008168894680695
88,0.7678653459947005,0.5376663122993411,0.029532625854165252,0.046819097689401776
89,0.7616162617162803,0.6080226042850624,-0.0033596028901705793,0.24031680951198636
90,0.9969828539588368,0.995956134572645,1.2928619931571823,1.207583733614462
91,0.9361385009395533,0.8744788490211136,0.9469659229473134,0.9194960578796556
92,0.5898140667795942,0.1815657396980075,-0.8710460147111343,-1.1003769122566884
93,0.9976788108247032,0.9968990182294069,1.2968596104068613,1.2097767586955461
94,0.9977287940478398,0.9969555988277068,1.2971467523069873,1.2099083378795563
95,0.9963284475130416,0.9950849135685161,1.2891038813804268,1.2055568285891907
96,0.9973472420208933,0.9964502172972324,1.2949549451919835,1.2087329841814956
